model_size,concept,token_position,layer_bucket,vector_kind,peak_rel_mean,recovery_fraction_mean,total_downstream_change_mean,persistence_mean,next_token_kl_mean,n
70m,empathy,0,late,random_orthogonal,0.012418358276287665,0.0,2.7880686124165854,1.0,0.03418916780113549,48
70m,empathy,0,mid,mean_diff,0.030754598168035302,0.0,9.257500489552816,1.0,0.042729354642991234,48
70m,empathy,0,mid,random_orthogonal,0.013549827815343899,0.0,4.996030569076538,1.0,0.04756843772095934,48
70m,politeness,-1,early,mean_diff,0.02886109236472592,0.0,5.057133535544078,1.0,0.05786421815476687,48
70m,politeness,-1,early,random_orthogonal,0.05034254312825695,0.0,10.372416516145071,1.0,0.08277641071860364,48
70m,politeness,-1,late,mean_diff,0.014230622560717119,0.0,3.6638168642918267,1.0,0.08257131841188912,48
70m,politeness,-1,late,random_orthogonal,0.013253108617694374,0.0,3.427788312236468,1.0,0.07054668688215311,48
70m,politeness,-1,mid,mean_diff,0.011030827823560631,0.0,4.454560836156209,1.0,0.0674411496535564,48
70m,politeness,-1,mid,random_orthogonal,0.013185356025739213,0.0,5.64017320672671,1.0,0.07050249867218852,48
70m,politeness,0,early,mean_diff,0.11532575016220407,0.0,23.327922503153484,1.0,0.04851070861332114,48
70m,politeness,0,early,random_orthogonal,0.057409015794595036,0.0,15.539796034495035,1.0,0.05106446246888174,48
70m,politeness,0,late,mean_diff,0.012924356075624567,0.0,2.8182401259740195,1.0,0.03513089080418766,48
70m,politeness,0,late,random_orthogonal,0.012359249405562834,0.0,2.7681156396865845,1.0,0.03208313664557252,48
70m,politeness,0,mid,mean_diff,0.010092672271033084,0.0,3.9321614503860474,1.0,0.048240944413312975,48
70m,politeness,0,mid,random_orthogonal,0.013444014669706383,0.0,4.984001398086548,1.0,0.04806562063943901,48
